Method Name;Type;Category;Flow ID;Impact Factor
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1028;0.0672
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2454;2.47
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2452;0.00102
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2453;2.47
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2450;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2451;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;4027;1800.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1033;0.23
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1030;0.229
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1031;0.229
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;11;0.231
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1032;0.229
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2459;21.6
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2457;0.00484
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2458;21.6
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2455;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2456;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2463;14.7
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2461;0.00428
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2462;14.7
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;12;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2460;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1037;0.0195
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1034;0.0197
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1035;0.0197
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;13;0.0193
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1036;0.0197
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2468;6.05
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2466;0.00134
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2467;6.05
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2464;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2465;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;4064;0.794
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1041;3.85
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1038;3.31
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1039;3.31
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;15;4.39
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1040;3.31
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2473;4340.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2471;0.416
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2472;4340.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2469;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2470;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3701;25.3
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;17;43.8
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1045;0.276
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1042;0.28
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1043;0.28
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;18;0.272
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1044;0.28
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2482;47.5
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2480;0.0185
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2481;47.5
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2478;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2479;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3675;0.586
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;19;0.884
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1049;2.2
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1046;1.84
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1047;1.84
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;20;2.57
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1048;1.84
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2487;49.9
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2485;2.99e-05
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2486;49.9
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2483;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2484;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;22;975.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1057;0.0504
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1054;0.0503
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1055;0.0503
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;23;0.0505
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1056;0.0503
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2492;1.2
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2490;0.00223
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2491;1.2
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2488;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2489;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1061;0.459
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1058;0.458
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1059;0.458
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;24;0.46
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1060;0.458
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2497;9.75
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2495;0.0223
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2496;9.75
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2493;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2494;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2501;132.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2499;0.266
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2500;132.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;25;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2498;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;4065;80.6
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;27;5940.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1065;102.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1062;104.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1063;104.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;28;99.9
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1064;104.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;4306;33700.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2509;200.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2507;0.00011
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2508;200.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;29;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2506;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1069;11.2
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1066;10.1
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1067;10.1
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;30;12.3
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1068;10.1
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3898;3.45
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3896;3.46
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3897;3.46
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3900;3.43
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3899;3.46
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2513;356.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2511;0.276
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2512;356.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;31;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2510;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3672;685.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;34;1380.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;36;619.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;37;601.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;4067;1870.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3655;150.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3752;4750.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1085;1880000.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1082;1890000.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1083;1890000.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;38;1870000.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1084;1890000.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2523;4090000.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2521;1.43e-14
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2257;2760000.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2254;2760000.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2522;4090000.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2256;2760000.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2519;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2520;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;41;1800.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3737;0.142
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;4068;53.5
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1101;2.52
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1098;1.14
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1099;1.14
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;47;3.9
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1100;1.14
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2537;632.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2535;0.00417
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2536;632.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2533;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2534;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3820;753.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3884;302000.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3885;131.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3868;302000.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3882;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3883;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;49;3.28
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1109;33500.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1106;33500.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1107;33500.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;50;33400.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1108;33500.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2542;95500.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2540;6.39e-16
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2261;48100.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2258;48100.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2541;95500.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2260;48100.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2538;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2539;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1125;10200.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1122;10200.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1123;10200.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;56;10200.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1124;10200.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2265;14700.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2262;14700.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2264;14700.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2564;27700.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2562;1.57e-16
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2563;27700.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;57;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2561;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;59;11.5
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3705;1500.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;60;3430.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3938;87400.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3939;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;4069;122.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;4070;223.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;61;7030.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;4071;4.33
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;3702;11900.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;62;15600.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;4322;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1133;10900.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1130;10900.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1131;10900.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;65;10900.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;1132;10900.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2573;31400.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2571;9.34e-15
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2269;15700.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2266;15700.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2572;31400.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2268;15700.0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2569;0
IMPACT World+ Midpoint 2.0; Midpoint; Freshwater ecotoxicity;2570;0
